mindur,maxdur,threshold,ssmooth,hold.time,value,fevals,gevals,niter,convcode,kkt1,kkt2,xtime
-6.907755278982137,-0.5108256237659907,0.6931471805599453,0,-2.995732273553991,-1306.8524074712388,8,NA,NA,1,FALSE,FALSE,17.536000000000058
-6.907755278982137,-0.5108256237659907,0.6931471805599453,0,-2.995732273553991,-1280.1391242322018,8,NA,NA,1,FALSE,FALSE,14.416999999999916
-6.907755278982137,-0.5108256237659907,0.6931471805599453,0,-2.995732273553991,-1074.1053756145945,8,NA,NA,1,FALSE,FALSE,12.38000000000011
-6.907755278982137,-0.5108256237659907,0.6931471805599453,0,-2.995732273553991,-1184.1633047267032,8,NA,NA,1,FALSE,FALSE,13.083999999999833
-6.907755278982137,-0.5108256237659907,0.6931471805599453,0,-2.995732273553991,-1230.7682065162055,8,NA,NA,1,FALSE,FALSE,13.365000000000236
